id,phenomena,family,spoken_rendering,expected_summary,actual_summary,failure_signature,selected_because
rd-b16ad05e81212bc6151f3812,,family-time-correction-named-location,Call the clinic for the errand at Farm Boy on Tue Aug 4 at 16:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""call the clinic for the errand""],""forbidden_facts"":[""15:00""],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:00"",""title"":""call the clinic for the errand"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Call the clinic for the errand at Farm Boy on Tue Aug 4 at 4:00 pm."",""delivery"":""none"",""due"":1785873600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the clinic for the errand at Farm Boy on Tue Aug 4 at 4:00 pm."",""rawQuote"":""Call the clinic for the errand at Farm Boy on Tue Aug 4 at 16:00"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the clinic for the errand at Farm Boy on Tue Aug 4 at 4:00 pm"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Call the clinic for the errand at Farm Boy on Tue Aug 4 at 16:00.""}",location_preservation|time_preservation:8b53283a00f75718,failure|hash_random_fill
rd-4d7bf4aec98669d60f815a33,,family-recurrence-person,Remind me to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""take out the recycling for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""take out the recycling for the client account"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remind me to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday."",""delivery"":""notification"",""due"":1785848400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remind me to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday."",""rawQuote"":""Remind me to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday."",""recurrence"":""weekly x1 days[3]"",""reminder"":1785848400,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Remind me to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday.""}",person_preservation|time_preservation|type:aee8c4776546e0a4,failure|ai_candidate|hash_random_fill
rd-2a799bdd20dc2e6b4a98a9d4,,family-single-task-person,Send the project update for the client account with Maya Chen.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the project update for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the project update for the client account"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Send the project update for the client account with Maya Chen."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Send the project update for the client account with Maya Chen."",""rawQuote"":""Send the project update for the client account with Maya Chen."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the project update for the client account with Maya Chen"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Send the project update for the client account with Maya Chen.""}",person_preservation:9d2282de9a52bc8a,failure|hash_random_fill
rd-3f7cf0f4bab0822dc33aa9fb,,family-negative-statement-priority-context,It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Wed Aug 5"",""facts"":[""record that the invoice was not sent for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":true,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""record that the invoice was not sent for the tax filing"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5."",""rawQuote"":""It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""It is not true that record that the invoice was not sent for the tax filing with Hope Reed on Wed Aug 5.""}",date_preservation|person_preservation|type:a3b9372218a74ce2,safety_critical|failure
rd-fff890ac56724c3bd5675be8,,family-single-task-person-date,Remind me to send the project update for the birthday with Priya Shah on Tue Aug 4.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""send the project update for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the project update for the birthday"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remind me to send the project update for the birthday with Priya Shah on Tue Aug 4."",""delivery"":""notification"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remind me to send the project update for the birthday with Priya Shah on Tue Aug 4."",""rawQuote"":""Remind me to send the project update for the birthday with Priya Shah on Tue Aug 4."",""recurrence"":""nil"",""reminder"":1785848400,""route"":""Today"",""state"":""resolved"",""title"":""Send the project update for the birthday with Priya Shah on Tue Aug 4"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Remind me to send the project update for the birthday with Priya Shah on Tue Aug 4.""}",person_preservation|time_preservation:166c60e27900812c,failure|ai_candidate|hash_random_fill
rd-8a3a29b2464375dfdf9e379b,,family-partial-review-priority-context,Maybe follow up about the proposal for the tax filing with Hope Reed…,"{""ambiguity_policy"":""preserve-only"",""item_count"":1,""items"":[{""date"":null,""facts"":[""follow up about the proposal for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":true,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""uncertain"",""time"":null,""title"":""follow up about the proposal for the tax filing"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Maybe follow up about the proposal for the tax filing with Hope Reed…"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Maybe follow up about the proposal for the tax filing with Hope Reed…"",""rawQuote"":""Maybe follow up about the proposal for the tax filing with Hope Reed…"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Follow up about the proposal for the tax filing with Hope Reed…"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Maybe follow up about the proposal for the tax filing with Hope Reed…""}",person_preservation|review_ambiguity_behavior|routing|type:6185011130765d60,failure|hash_random_fill
rd-b20dd3f91d3ded87051bf967,unnumbered-list,family-two-independent-tasks-plain,"Buy oat milk, call Maya about dinner.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""buy oat milk for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the core project"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Buy oat milk"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Buy oat milk"",""rawQuote"":""Buy oat milk"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Buy oat milk, call Maya about dinner.""}",invented_information|lost_information|person_preservation|title_content_preservation|type:309fa88057a3d6c1,phenomenon_coverage|failure|compound_failure
rd-44d49cf5a8ac139e3d2003b2,,family-task-plus-question-priority-context,"Call the venue for the tax filing with Hope Reed on Wed Aug 5. Also, ask when the doors open.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Wed Aug 5"",""facts"":[""call the venue for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call the venue for the tax filing"",""type"":""task""},{""date"":null,""facts"":[""ask when the doors open""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""ask when the doors open"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Call the venue for the tax filing with Hope Reed on Wed Aug 5"",""delivery"":""none"",""due"":1785902400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the venue for the tax filing with Hope Reed on Wed Aug 5"",""rawQuote"":""Call the venue for the tax filing with Hope Reed on Wed Aug 5"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the venue for the tax filing with Hope Reed on Wed Aug 5"",""type"":""task"",""wasRepaired"":false},{""analysis"":""ask when the doors open"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":true,""person"":null,""quote"":""ask when the doors open"",""rawQuote"":""ask when the doors open"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Ask when the doors open"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Call the venue for the tax filing with Hope Reed on Wed Aug 5. Also, ask when the doors open.""}",person_preservation|routing|type:6f2c9b72bce2643d,failure|hash_random_fill
rd-e4bbc0f6f0f86002b8736923,,family-task-plus-memory-person,"Book the train for the client account with Maya Chen. Also, Maya prefers the quiet car with Maya Chen.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""book the train for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""book the train for the client account"",""type"":""task""},{""date"":null,""facts"":[""Maya prefers the quiet car""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""Maya prefers the quiet car"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":""Maya Chen"",""temporal"":null}}","{""items"":[{""analysis"":""Book the train for the client account with Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Book the train for the client account with Maya Chen"",""rawQuote"":""Book the train for the client account with Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Book the train for the client account with Maya Chen"",""type"":""task"",""wasRepaired"":false},{""analysis"":""Maya prefers the quiet car with Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""Maya prefers the quiet car with Maya Chen"",""rawQuote"":""Maya prefers the quiet car with Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Maya prefers the quiet car with Maya Chen"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Book the train for the client account with Maya Chen. Also, Maya prefers the quiet car with Maya Chen.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-84415c3612f3924d30f0130c,self-correction-person|hesitation|multiple-tasks|numbered-list|sign-off-trailing-noise,family-two-tasks-shared-location-person,"Okay, two things. First, add this to my list: print the handouts for the client account with Maya Chen at Farm Boy. One more thing, make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""print the handouts for the client account""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""print the handouts for the client account"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":""Farm Boy"",""person"":""Maya Chen"",""temporal"":null}}","{""items"":[{""analysis"":""two things"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""two things"",""rawQuote"":""two things"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Two things"",""type"":""note"",""wasRepaired"":false},{""analysis"":""add this to my list:"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""add this to my list:"",""rawQuote"":""add this to my list"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Add this to my list"",""type"":""task"",""wasRepaired"":false},{""analysis"":""print the handouts for the client account with Maya Chen at Farm Boy"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""print the handouts for the client account with Maya Chen at Farm Boy"",""rawQuote"":""print the handouts for the client account with Maya Chen at Farm Boy"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Print the handouts for the client account with Maya Chen at Farm Boy"",""type"":""task"",""wasRepaired"":false},{""analysis"":""make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all"",""rawQuote"":""make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Okay, two things. First, add this to my list: print the handouts for the client account with Maya Chen at Farm Boy. One more thing, make a task to call Maya about dinner with Maya Chen at Farm Boy, okay that's all.""}",item_count|location_preservation|over_split|person_preservation|routing|type|wrong_merge:7a4b1f0a4471c5d1,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-915800a9ebe6d1318aa10524,rambling-introduction|sign-off-trailing-noise,family-memory-exact-time,"Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 16:15—okay, done.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""remember the window-seat preference for the appointment""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""16:15"",""title"":""remember the window-seat preference for the appointment"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 4:15 pm—okay, done."",""delivery"":""none"",""due"":1786047300,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 4:15 pm—okay, done."",""rawQuote"":""Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 16:15—okay, done"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 4:15 pm—okay, done"",""type"":""event"",""wasRepaired"":true}],""operations"":[],""text"":""Before I lose the thought, I want to remember that the window-seat preference for the appointment on Thu Aug 6 at 16:15—okay, done.""}",lost_information|routing|time_preservation|title_content_preservation|type:136cbf15b3c44ceb,phenomenon_coverage|multi_phenomenon|failure|compound_failure|ai_candidate
rd-87687fdf07638b0396099b18,self-correction-person|hesitation|sign-off-trailing-noise,family-recurrence-person,"This is for Sam— sorry, for Maya Chen. I need a reminder to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""take out the recycling for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""take out the recycling for the client account"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""for Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""for Maya Chen"",""rawQuote"":""for Sam— sorry, for Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""For Maya Chen"",""type"":""note"",""wasRepaired"":true},{""analysis"":""I need a reminder to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all"",""delivery"":""notification"",""due"":1785848400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""I need a reminder to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all"",""rawQuote"":""I need a reminder to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all"",""recurrence"":""weekly x1 days[3]"",""reminder"":1785848400,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""This is for Sam— sorry, for Maya Chen. I need a reminder to take out the recycling for the client account with Maya Chen on Tue Aug 4 every Tuesday, okay that's all.""}",date_preservation|item_count|over_split|person_preservation|recurrence_preservation|routing|type|wrong_merge:79b375df3714885b,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-8114450fd7c578a2db4595f0,,family-cancellation-person,Cancel the saved reminder to water the basil for the client account.,"{""ambiguity_policy"":""act"",""item_count"":0,""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""water the basil for the client account""}],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Cancel the saved reminder to water the basil for the client account."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Cancel the saved reminder to water the basil for the client account."",""rawQuote"":""Cancel the saved reminder to water the basil for the client account."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Cancel the saved reminder to water the basil for the client account"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Cancel the saved reminder to water the basil for the client account.""}",cancellation_correctness|false_positive_item_creation|item_count|over_split|routing|type|wrong_merge:ac0ac0aa1037c5c2,safety_critical|failure|compound_failure|unusual_item_count
rd-37ef04f98c190991ca3abe8e,filler-words|rambling-ending,family-memory-person,"Okay— remember that the window-seat preference for the client account with Maya Chen. Sorry, that's the whole note.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""remember the window-seat preference for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""remember the window-seat preference for the client account"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""— remember that the window-seat preference for the client account with Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""— remember that the window-seat preference for the client account with Maya Chen"",""rawQuote"":""remember that the window-seat preference for the client account with Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""— Remember that the window-seat preference for the client account with Maya Chen"",""type"":""note"",""wasRepaired"":false},{""analysis"":""Sorry, that's the whole note"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Sorry, that's the whole note"",""rawQuote"":""Sorry, that's the whole note"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Sorry, that's the whole note"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Okay— remember that the window-seat preference for the client account with Maya Chen. Sorry, that's the whole note.""}",item_count|lost_information|over_split|person_preservation|routing|title_content_preservation|type|wrong_merge:c12478c33f8e8a1f,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-2d8f038ffc97180cac4662fc,,family-date-correction-named-location,Renew the membership for the errand at Farm Boy on Sat Aug 8.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Sat Aug 8"",""facts"":[""renew the membership for the errand""],""forbidden_facts"":[""Fri Aug 7""],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""renew the membership for the errand"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Renew the membership for the errand at Farm Boy on Sat Aug 8."",""delivery"":""none"",""due"":1786161600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Renew the membership for the errand at Farm Boy on Sat Aug 8."",""rawQuote"":""Renew the membership for the errand at Farm Boy on Sat Aug 8."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Renew the membership for the errand at Farm Boy on Sat Aug 8"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Renew the membership for the errand at Farm Boy on Sat Aug 8.""}",location_preservation:ebb663aabb81d6cd,failure|hash_random_fill
rd-58e5185e5adb47323a66a0ee,,family-date-correction-relative-date,Make sure I remember to renew the membership for the travel plan on Sat Aug 8.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Sat Aug 8"",""facts"":[""renew the membership for the travel plan""],""forbidden_facts"":[""Fri Aug 7""],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""renew the membership for the travel plan"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Make sure I remember to renew the membership for the travel plan on Sat Aug 8."",""delivery"":""none"",""due"":1786161600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Make sure I remember to renew the membership for the travel plan on Sat Aug 8."",""rawQuote"":""Make sure I remember to renew the membership for the travel plan on Sat Aug 8."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Renew the membership for the travel plan on Sat Aug 8"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Make sure I remember to renew the membership for the travel plan on Sat Aug 8.""}",,ai_candidate|hash_random_fill
rd-1a96ffb7cae2c34daedf2730,asr-insertion,family-single-task-plain,Send uh the project update for the core project.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the project update for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the project update for the core project"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Send the project update for the core project."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Send the project update for the core project."",""rawQuote"":""Send uh the project update for the core project"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the project update for the core project"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Send uh the project update for the core project.""}",,phenomenon_coverage
rd-996cc90028048eeaa2fc4619,,family-date-only-named-location,Note the warranty date for the errand at Farm Boy on Tue Aug 4.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""note the warranty date for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""note the warranty date for the errand"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Note the warranty date for the errand at Farm Boy on Tue Aug 4."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Note the warranty date for the errand at Farm Boy on Tue Aug 4."",""rawQuote"":""Note the warranty date for the errand at Farm Boy on Tue Aug 4."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The warranty date for the errand at Farm Boy on Tue Aug 4"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Note the warranty date for the errand at Farm Boy on Tue Aug 4.""}",date_preservation|location_preservation:4dc5aa97522c1bfd,failure|hash_random_fill
